planet,planet_mass_mjup,planet_radius_rjup,planet_temperature_K,star_name,star_distance_AU,star_mass_msun,star_radius_rsun,star_age_Gy,star_teff_K,has_missing_data,planet_mass_mearth,planet_radius_rearth,planet_mass_kg,planet_radius_m,Luminosity_Lsun,Flux_inner_HZ_boundary,Flux_outer_HZ_boundary,HZ_inner_boundary_AU,HZ_outer_boundary_AU,HZ_middle_AU,HZ_subindex,escape_velocity,thermal_velocity,jeans_parameter,jeans_parameter_norm,water_subindex,planet_temperature_C,temperature_subindex,star_distance_m,radiation_I,relative_r,C12_stability_temperature,C12_stability_radiation,C12_stability_subindex,pre_seq_GY,main_seq_GY,main_seq_end_GY,mid_main_seq_GY,star_age_subindex,PO_HUI,HUI,density,ESI_r,ESI_d,ESI_ev,ESI_t,ESI,star_distance_AU_adj,PHI_substrate_subindex,PHI_energy_light,PHI_energy_temperature,PHI_energy_subindex,PHI_chemistry_subindex,PHI_liquid_medium_subindex,PHI
1RXS J235133.3+312720 b,32.0,,,1RXS J235133.3+312720,120.0,0.45,,0.1,,True,10169.6,,6.073488512000001e+28,,0.056437146782550476,,,,,,666.0,,,,0.1,0.07500000000000001,,0.1,17952000000000.0,1.3935723036183742e-29,3.922967731199232e-06,0.1,4.903709664022537e-07,0.050000245185483204,0.07361540666665974,73.61540666665974,73.6890220733264,36.80770333332987,0.10064643319979562,133.26512933567705,127.73114274227875,,,,,,,28.507804434377736,0.0,0,0,0.0,0.0,0.0,1e-05
1SWASP J1407 b,20.0,,,1SWASP J1407,3.9,0.9,0.99,0.016,4400.0,True,6356.0,,3.79593032e+28,,0.6843417467591262,1.1660240000000002,0.18794784,0.7660952546548102,1.6219474275385914,1.1940213410967009,0.0999772157787945,,,,0.1,0.07500000000000001,,0.1,583440000000.0,1.5998186999096262e-25,0.04503560467741074,0.1,0.005629450584676343,0.052814725292338174,0.013013488313450118,13.013488313450118,13.026501801763569,6.506744156725059,0.10041391623015256,0.08564117146025704,0.08349853454047818,,,,,,,3.226273077128827,0.0,1,0,0.3333333333333333,0.0,0.0,0.00013512001548070344
23 Lib b,1.59,,,23 Lib,0.81,1.07,1.25,9.7,5740.0,True,505.302,,3.0177646044e+27,,1.2757970678067334,1.44871844,0.17868396440000003,0.9384233508044567,2.2712604360177964,1.6048418934111266,0.08631498771909644,,,,0.1,0.07500000000000001,,0.1,121176000000.00002,6.914145441335103e-24,1.9463625521796895,0.1,0.7870684257595699,0.44353421287978495,0.008443850895673538,8.443850895673538,8.452294746569212,4.221925447836769,0.09999979204619495,0.16096979852901525,0.18572841015424188,,,,,,,0.9149046158961041,0.0,2,0,0.6666666666666666,0.5,0.0,0.002402811414134754
23 Lib c,0.82,,,23 Lib,5.8,1.07,1.25,9.7,5740.0,True,260.596,,1.5563314312000002e+27,,1.2757970678067334,1.44871844,0.17868396440000003,0.9384233508044567,2.2712604360177964,1.6048418934111266,0.09996470458785287,,,,0.1,0.07500000000000001,,0.1,867680000000.0,1.3485050012068854e-25,0.037961012796822076,0.1,0.004745126599602759,0.05237256329980138,0.008443850895673538,8.443850895673538,8.452294746569212,4.221925447836769,0.09999979204619495,0.08546741198676985,0.08332979726722621,,,,,,,6.551168854564695,0.0,1,0,0.3333333333333333,0.0,0.0,0.00013512001548070344
24 Boo b,0.91,,,24 Bo&ouml;,0.19,0.99,10.64,6.92,4893.0,True,289.19800000000004,,1.7271482956000002e+27,,0.9644655077470021,1.2525340131,0.184281086931,0.8775029521061738,1.944562442182055,1.4110326971441145,0.021652348809079666,,,,0.1,0.07500000000000001,,0.1,28424000000.0,9.499624689815421e-23,26.741864071126653,0.1,0.0999978258027219,0.09999891290136095,0.010254441539222652,10.254441539222652,10.264695980761875,5.127220769611326,0.6859349697984316,0.19651724630177445,0.14849720520316328,,,,,,,0.18659368914748103,0.0,2,0,0.6666666666666666,0.0,0.0,0.00016068568378893036
24 LMi b,0.0541,0.2221,460.0,24 LMi,0.58,1.25,1.54,1.9,5861.0,False,17.192980000000002,2.48752,1.0267991515600002e+26,15865743.35024,2.232934823863898,1.4816524499000001,0.177956877699,1.227622534075784,3.010922384788533,2.1192724594321586,0.04724579289648289,29408.051146099566,640.1101417321765,1055.34164976036,0.8553601096203566,0.2634908039648039,187.0,0.16324324324324313,86768000000.0,2.3601902319198842e-23,6.644039993671454,0.2698113207547169,0.09999983559517861,0.18490557817494777,0.005724334022399462,5.7243340223994625,5.730058356421862,2.8621670111997313,0.6968430989360972,0.27114570344311495,0.2237430739674992,6.137840771284191,2.48752,1.1173691829092678,2.629450285509608,460.0,0.5693349118310893,0.866694452934721,1.0,2,0,0.6666666666666666,0.5,0.5,0.6389431042462724
24 Sex b,1.84,,,24 Sex,1.333,1.54,4.9,2.7,5098.0,True,584.7520000000001,,3.4922558944e+27,,4.73232535045503,1.2945022076000001,0.182844944876,1.9119912471676297,4.324289332066772,3.118140289617201,0.06971789237919727,,,,0.1,0.07500000000000001,,0.1,199416800000.0,9.469809555054168e-24,2.665793314679208,0.1,0.6251965041971782,0.3625982520985891,0.003397803019165881,3.39780301916588,3.401200822185046,1.69890150958294,0.4707225487871941,0.21560773865299607,0.20345777580115917,,,,,,,2.899796003108613,0.0,1,0,0.3333333333333333,0.5,0.0,0.0020205155046766235
24 Sex c,1.52,,,24 Sex,2.08,1.54,4.9,2.7,5098.0,True,483.05600000000004,,2.8849070432000003e+27,,4.73232535045503,1.2945022076000001,0.182844944876,1.9119912471676297,4.324289332066772,3.118140289617201,0.22536417327169195,,,,0.1,0.32500000000000007,,0.1,311168000000.0,3.8893307208003536e-24,1.0948638168285467,0.1,0.978655641213577,0.5393278206067885,0.003397803019165881,3.39780301916588,3.401200822185046,1.69890150958294,0.4707225487871941,0.3320829085331349,0.3195104155816804,,,,,,,4.524812968091459,0.0,1,0,0.3333333333333333,0.5,0.5,0.03021375397356768
29 Cyg b,16.1,,1400.0,29 Cyg,16.9,1.85,,,8000.0,True,5116.580000000001,,3.0557239076000007e+28,,9.158370782780638,2.2664,0.16809600000000002,2.010207228665729,6.274069818724387,4.142138523695058,0.09989367398850528,,1116.7084697680111,,0.1,0.06956521739130436,1127.0,0.08068750000000001,2528240000000.0,1.140175650330913e-25,0.03209644933767393,0.082,0.004012056167209246,0.043006028083604625,0.0021481800499453837,2.148180049945384,2.150328229995329,1.074090024972692,0.1,0.07863048389268286,0.07474937769280998,,,,,1400.0,,51.14413240314061,0.0,0,0,0.0,0.0,0.0,1e-05
2M0045+16,25.0,,,,,,,,,True,7945.0,,4.7449129e+28,,,,,,,,0.1,,,,0.1,0.07500000000000001,,0.1,,,,0.1,0.1,0.1,,,,,0.1,0.095,0.096123125,,,,,,,,0.0,0,0,0.0,0.5,0.0,0.00014953487812212208
